id,user_id,user_name,vendor_id,vendor_name,category_id,category_name,catalog,qty,desc,unitprice,unit,link,orderdate,receiptdate,comment,location
3,1,rasi,2,VWR,1,Labware,89009-348,1,"BRAND accu-jet® pro Pipet Controllers, BrandTech",346.94,1 each,https://us.vwr.com/store/catalog/product.jsp?catalog_number=89009-348,2015-05-15,2015-05-15,startup item; k99 funds,
4,1,rasi,2,VWR,1,Labware,89133-288,1,Pipettor Starter Kit includes one each of size 0.5,816.46,1 each,https://us.vwr.com/store/catalog/product.jsp?catalog_number=89133-288,2015-05-15,2015-05-15,startup item; k99 funds,
5,1,rasi,2,VWR,1,Labware,89079-948,1,8-Channel Pipettor	20–200 µL,530.17,1 each,https://us.vwr.com/store/catalog/product.jsp?catalog_number=89079-948,2015-05-17,2015-05-17,startup item; k99 funds,
6,1,rasi,2,VWR,1,Labware,89079-944,1,8-Channel Pipettor	1–10 µL,530.17,1 each,https://us.vwr.com/store/catalog/product.jsp?catalog_number=89079-944,2015-05-17,2015-05-17,startup item; k99 funds,
7,1,rasi,3,Bio-Rad,2,Mol Bio Consumables,345-0092,3,"15% Criterion™ TBE-Urea Gel, 18 well, 30 µl",16.00,1 each,http://www.bio-rad.com/en-us/sku/345-0092-15-criterion-tbe-urea-gel-18-well-30-ul,2015-05-22,2015-05-22,oshea lab funds,
9,1,rasi,3,Bio-Rad,2,Mol Bio Consumables,345-0052,3,"10% Criterion™ TBE Gel, 18 well, 30 µl",16.00,1 each,http://www.bio-rad.com/en-us/sku/345-0052-10-criteriontbe-gel-18-well-30-ul,2015-05-22,2015-05-28,oshea lab funds,
10,1,rasi,3,Bio-Rad,2,Mol Bio Consumables,345-0088,1," 10% Criterion™ TBE-Urea Gel, 12+2 well, 45 µl",16.00,1 each,http://www.bio-rad.com/en-us/sku/345-0088-10-criteriontbe-urea-gel-122-well-45-ul,2015-05-22,2015-05-28,oshea lab funds,
11,1,rasi,4,NEB,2,Mol Bio Consumables,E6310S,1,NEBNext® rRNA Depletion Kit (Human/Mouse/Rat),330.00,10 rxns,https://www.neb.com/products/e6310-nebnext-rrna-depletion-kit-human-mouse-rat,2015-05-22,2015-05-28,oshea lab funds,
12,1,rasi,5,Ingex LLC,2,Mol Bio Consumables,TGIRTKit25,1,TGIRT™ Template-Switching RNA-seq Kit ,499.00,25 rxns,http://ingex.com/tgirt-kit/,2015-05-22,2015-05-28,oshea lab funds,
13,1,rasi,6,Zymo Research,2,Mol Bio Consumables,D4004,1,DNA Clean & Concentrator™-5,261.00,200 preps,https://www.zymoresearch.com/dna/dna-clean-up/pcr-dna-clean-up-concentration/dna-clean-concentrator-5,2015-06-09,2015-06-10,startup item; k99 funds,21
14,1,rasi,6,Zymo Research,2,Mol Bio Consumables,D4016,1,ZR Plasmid Miniprep™- Classic,352.00,400 Preps,http://www.zymoresearch.com/dna/plasmid-dna-purification/bacterial-plasmid/zr-plasmid-miniprep-classic,2015-07-16,2015-07-16,startup item; k99 funds,22
15,1,rasi,6,Zymo Research,2,Mol Bio Consumables,D4001-1-100,1,ADB (Agarose Dissolving Buffer),61.00,100 ml,http://www.zymoresearch.com/buffers/adb-agarose-dissolving-buffer-100-ml,2015-07-16,2015-07-16,startup item; k99 funds,
18,1,rasi,7,ebay,3,Equipment,271897958097,1,Hoefer EPS2A200 High Current Power Supply (EPS2A/200),175.00,ea,http://www.ebay.com/itm/Hoefer-EPS2A200-High-Current-Power-Supply-EPS2A-200-/271897958097,2015-06-30,2015-07-16,cheaper on ebay,
19,1,rasi,7,ebay,3,Equipment,331447990462,1,VWR Digital Heatblock Cat# 12621-084 w Timer & Block,249.00,ea,http://www.ebay.com/itm/VWR-Digital-Heatblock-Cat-12621-084-w-Timer-Block-/331447990462,2015-06-30,2015-07-16,cheaper on ebay,
20,1,rasi,7,ebay,3,Equipment,331567121810,1,Bio-Rad PowerPac 200,51.68,ea,http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=331567121810,2015-06-30,2015-07-16,"cheaper on ebay, cost includes shipping",
21,1,rasi,7,ebay,3,Equipment,181583229381,1,PRECISION Molecular Biology Water Bath Model 180 Cat. 66630 Shallow Form,95.85,ea,http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=181583229381,2015-06-30,2015-07-16,"cheaper on ebay, cost includes shipping",
22,1,rasi,7,ebay,3,Equipment,151709233895,1,Thermo Precision 280 digital water bath waterbath variable laboratory lab micro,209.88,ea,http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=151709233895,2015-06-30,2015-07-17,"cheaper on ebay, cost includes shipping",
23,1,rasi,7,ebay,3,Equipment,321615079781,1,300ml Bottle Fritted Glass Funnel Filtration Separator&500ml Pyrex Flask new ,61.68,ea,http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=321615079781,2015-06-30,2015-07-17,"cheaper on ebay, cost includes shipping",
24,1,rasi,7,ebay,1,Labware,330332314261,1,FLINT GLASS / SODA LIME BEADS 3 mm COLUMN PACKING 1 lb,34.25,pound,http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item=330332314261,2015-07-15,2015-07-17,"cheaper on ebay, cost includes shipping",
25,1,rasi,8,Addgene,4,Cells/Plasmids,62197,1,pZT-C13-R1,65.00,ea,https://www.addgene.org/62197/,2015-07-06,2015-07-17,,
26,1,rasi,8,Addgene,4,Cells/Plasmids,62196,1,pZT-C13-L1,65.00,ea,https://www.addgene.org/62196/,2015-07-06,2015-07-17,,
27,1,rasi,8,Addgene,4,Cells/Plasmids,66578,1,pC13N-iCAG.copGFP,65.00,ea,https://www.addgene.org/66578/,2015-07-06,2015-07-17,,
28,1,rasi,9,Fisher,5,Chemicals,DF0446075,1,"BD™ Difco™ Dehydrated Culture Media: LB Broth, Miller (Luria-Bertani)",163.45,2kg,http://www.fishersci.com/externalappproductdisplay?productId=3302469&catalogId=&isChemical=false&langId=-1&storeId=10652&isItem=Yes,2015-07-14,2015-07-17,,
29,1,rasi,9,Fisher,5,Chemicals,BP14232,1,Fisher BioReagents Powdered Agar; Poly pail,546.96,2kg,http://www.fishersci.com/itemdetail?catnum=BP14232,2015-07-14,2015-07-16,,
30,1,rasi,9,Fisher,5,Chemicals,AC158920100,1,"Glycerol, 99+%, extra pure, ACROS Organics",209.09,10L,http://www.fishersci.com/itemdetail?catnum=AC158920100,2015-07-14,2015-07-17,,118
31,1,rasi,9,Fisher,1,Labware,1146268C (CS),1,Microflex Evolution One Powder-Free Latex Exam Gloves; Medium,81.00,1000/CS,http://www.fishersci.com/itemdetail?catnum=1146268C,2015-07-14,2015-07-16,"do not order latex anymore, order only nitrile",
32,1,rasi,9,Fisher,1,Labware,FB0875713,1,Fisherbrand Petri Dishes with Clear Lid; Beveled ridge; 100 x 15mm,81.00,500/CS,http://www.fishersci.com/itemdetail?catnum=FB0875713,2015-07-14,2015-07-16,,
33,1,rasi,9,Fisher,1,Labware,130754B,1,"Thermo Scientific Nunc Disposable Loops and Needles; Loop, 1microL; Clear",161.01,Carton of 1000,http://www.fishersci.com/itemdetail?catnum=130754B,2015-07-14,2015-07-16,,
34,1,rasi,9,Fisher,1,Labware,03395464,25,Fisherbrand Cryo/Freezer Boxes; 5 x 5 x 2 in.; No. of cells: 81,6.54,ea,http://www.fishersci.com/itemdetail?catnum=03395464,2015-07-14,2015-07-16,,
35,1,rasi,9,Fisher,1,Labware,02-682-558,1,"cryo tubes, 2ml, screw cap",66.47,pack of 500,http://www.fishersci.com/shop/products/fisherbrand-free-standing-microcentrifuge-tubes-screw-caps-capacity-2-0ml/02682558,2015-07-14,2015-07-22,,
37,1,rasi,9,Fisher,1,Labware,14222250,4,Axygen 8-Strip PCR Tubes; Color: Clear; No caps,40.48,125/PK ,http://www.fishersci.com/itemdetail?catnum=14222250,2015-07-14,2015-07-16,,
38,1,rasi,9,Fisher,1,Labware,14223222,4, Domed 8 strip caps; Axygen,19.51,100Strips/CS,http://www.fishersci.com/itemdetail?catnum=14223222,2015-07-14,2015-08-05,,
39,1,rasi,9,Fisher,2,Mol Bio Consumables,F538L,1,Phusion Green HF Buffer Pack; 6mL; 4x1.5ml,14.40,ea,https://www.lifetechnologies.com/order/catalog/product/F538L,2015-07-15,2015-07-16,,
40,1,rasi,9,Fisher,2,Mol Bio Consumables,FERR0181,1,"dNTP Set; 4 x 0.25mL; 100mM solutions of dATP, dGTP, dCTP and dTTP in separate tubes",121.32,ea,http://www.fishersci.com/itemdetail?catnum=FERR0181,2015-07-15,2015-07-17,,
41,1,rasi,9,Fisher,1,Labware,1495970C,1,Falcon 15mL Conical Centrifuge Tubes,93.57,case of 500,http://www.fishersci.com/itemdetail?catnum=1495970C,2015-07-15,2015-07-17,,
42,1,rasi,9,Fisher,1,Labware,1495949A,1,Falcon 50mL Conical Centrifuge Tubes,97.68,case of 500,http://www.fishersci.com/itemdetail?catnum=1495949A,2015-07-15,2015-07-17,,
58,1,rasi,7,ebay,3,Equipment,131537637048,2,Lab Bunsen Burner with Flame Stabilizer,14.95,ea,http://www.ebay.com/itm/Lab-Bunsen-Burner-Flame-Stabilizer-Liquid-Propane-Bottled-Gas-12-5mm-Tube-/131537637048,2015-07-15,2015-07-20,,
59,1,rasi,7,ebay,1,Labware,200585559647,2,Spark Lighter with extra 5 flints,4.99,ea,http://www.ebay.com/itm/SPARK-LIGHTER-WITH-5-EXTRA-FLINTS-IGNITOR-SPARKER-FOR-LIGHTING-TORCH-STRIKER-/200585559647,2015-07-15,2015-07-22,,
60,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,6,Lab consumables, LV-00-004-3031,1,"Dymo Compatible Polypropylene Labels 2 up - 1-1/2"" x 1/2""",25.95,1500 Labels Per Roll,http://www.amazon.com/gp/product/B00KQL0F94?psc=1&redirect=true&ref_=od_aui_detailpages00,2015-07-15,2015-07-17,,
61,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,3,Equipment,1752266,1,DYMO Label Writer 450 Twin Turbo label printer,109.99,ea,http://www.amazon.com/gp/product/B0027J9KH6?psc=1&redirect=true&ref_=od_aui_detailpages00,2015-07-15,2015-07-17,,
62,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,3,Equipment,1752264,1,DYMO LabelWriter 450 Thermal Label Printer ,69.98,ea,http://www.amazon.com/gp/product/B0027JBLV4?psc=1&redirect=true&ref_=oh_aui_detailpage_o02_s01,2015-07-13,2015-07-17,,
63,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,3,Equipment,1752267,1,DYMO LabelWriter 450 Duo Thermal Label Printer,136.99,ea,http://www.amazon.com/gp/product/B002M1LG1M?psc=1&redirect=true&ref_=oh_aui_detailpage_o02_s02,2015-07-13,2015-07-17,,
65,1,rasi,9,Fisher,6,Lab consumables,44-103M,1,"Nitrile gloves, size medium",83.00,case of 1000,https://geneseesci.com/shop-online/product-details/?product=44-103M,2015-07-17,2015-07-20,order 19177522 instead of this.,
66,1,rasi,7,ebay,3,Equipment,261959367542,1,Eppendorf 5415D Centrifuge w/ Rotor F45-24-11 & Lid Microcentrifuge,598.95,ea,http://www.ebay.com/itm/Eppendorf-5415D-Centrifuge-w-Rotor-F45-24-11-Lid-Microcentrifuge-/261959367542,2015-07-13,2015-07-17,,
67,1,rasi,7,ebay,3,Equipment,171825841795,1,100 x 0.0001g Lab Digital Analytical Balance Scale Range 100g Precison 0.1mg H,475.00,ea,http://www.ebay.com/itm/100-x-0-0001g-Lab-Digital-Analytical-Balance-Scale-Range-100g-Precison-0-1mg-H-/171825841795,2015-07-13,2015-07-22,,
68,1,rasi,7,ebay,3,Equipment,181798470385,1,Eppendorf Mastercycler Gradient Thermal Cycler,2819.90,ea,http://www.ebay.com/itm/Eppendorf-Mastercycler-Gradient-Thermal-Cycler-/181798470385,2015-07-13,2015-07-21,,
69,1,rasi,7,ebay,1,Labware,351312475514,8,Thermometer -20*C - 150*C Non-Mercury Red-Filled Partial Immersion,8.95,ea,http://www.ebay.com/itm/New-Lab-Thermometer-20-C-150-C-Non-Mercury-Red-Filled-Partial-Immersion-/351452784064,2015-07-13,2015-07-15,,
70,1,rasi,7,ebay,3,Equipment,331595232325,1,Digital Heatblock Heat Block w/ Timer,212.00,ea,http://www.ebay.com/itm/VWR-Digital-Heatblock-Cat-No-12621-084-Heat-Block-1-w-Timer-/331595232325,2015-07-12,2015-07-16,,
71,3,mferrin,11,Fred Hutch Stock Room,5,Chemicals,A18S-4,1,Acetone (Safetainer) 4 Liter,46.62,ea,https://centernet.fhcrc.org/CN/depts/materiel/purchasing/stockroom/stk/index.html,2015-07-17,2015-07-20,,
72,3,mferrin,11,Fred Hutch Stock Room,5,Chemicals,04355223,1,Alcohol 200 Proof Gallons (Absolute),14.73,Gallon,https://centernet.fhcrc.org/CN/depts/materiel/purchasing/stockroom/stk/index.html,2015-07-17,2015-07-20,,
73,1,rasi,9,Fisher,3,Equipment,2231000044,1,Chilled microcentrifuge 5424R,5494.19,ea,https://mail.google.com/mail/u/1/#search/centrifuge/14e9e74ec51d4910,2015-07-17,2015-08-09,custom quote in rasilab.hutch@gmail.com,
74,1,rasi,9,Fisher,3,Equipment,2231000035,2,Regular Microcentrifuge 5424,2238.37,ea,https://mail.google.com/mail/u/1/#search/centrifuge/14e9e74ec51d4910,2015-07-17,2015-08-03,custom quote in rasilab.hutch@gmail.com,
75,1,rasi,9,Fisher,3,Equipment,2231000071,1,Chilled centrifuge 5810R,9999.00,ea,https://mail.google.com/mail/u/1/#search/centrifuge/14e9e74ec51d4910,2015-07-17,2015-08-09,ORDER CANCELLED,
76,1,rasi,9,Fisher,3,Equipment,022638930,1,96-well centrifuge adapters,746.00,ea,https://mail.google.com/mail/u/1/#search/centrifuge/14e9e74ec51d4910,2015-07-17,2015-08-09,"WILL BE RETURNED, WRONG SIZE",
77,1,rasi,13,Genesee Scientific,5,Chemicals,25-532,1,"Carbenicillin, Disodium Salt, Powder, >90%",39.95,5g,https://geneseesci.com/shop-online/product-details/?product=25-532,2015-07-20,2015-07-27,,
78,1,rasi,13,Genesee Scientific,5,Chemicals,11-549,1,Kanamycin Sulfate,29.00,5 ml,https://geneseesci.com/shop-online/product-details/?product=11-549,2015-07-20,2015-07-21,ordered liquid instead of powder by accident,
80,1,rasi,13,Genesee Scientific,5,Chemicals,18-201,1,Chloramphenicol,18.00,25g,https://geneseesci.com/shop-online/product-details/?product=18-201,2015-07-20,2015-08-05,,
81,1,rasi,12,USA Scientific,6,Lab consumables,1112-1500,1,"TipOne(R) 101-1250 ul natural, graduated XL pipet tip starter system, 10 racks and 2 packs of reloads (2880 tips)",70.70,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F1250ul-TipOne%28R%29-starter-2.aspx,2015-07-20,2015-07-24,,
82,1,rasi,12,USA Scientific,6,Lab consumables,1110-3500,1,"TipOne(R) 0.1-10 ul natural, elongated pipet tip starter system, 10 racks and 2 packs of reloads (2880 tips)",60.70,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F10ul-TipOne%28R%29-elongated-starter.aspx,2015-07-20,2015-07-24,,
83,1,rasi,12,USA Scientific,6,Lab consumables,1110-1500,1,"TipOne 200 µl natural, graduated pipet tip starter system, 10 racks and 2 packs of refill wafers (2880 tips)",57.30,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F200ul-TipOne%28R%29-beveled-graduated-starter.aspx,2015-07-20,2015-07-24,,
84,1,rasi,12,USA Scientific,6,Lab consumables,1122-1830,1,"TipOne(R) 101-1000 ul natural, graduated XL filter pipet tips in sterilized racks, 10 racks of 96 tips (960 tips)",62.40,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F1000ul-TipOne%28R%29-xl-filtertip.aspx,2015-07-20,2015-07-24,,
85,1,rasi,12,USA Scientific,6,Lab consumables,1120-3810,1,"TipOne(R) 0.1-10 ul Elongated Filter Pipet Tips in Sterilized Racks, 10 racks of 96 tips (960 tips) ",49.95,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F10ul-TipOne%28R%29-elongated-filtertip.aspx,2015-07-20,2015-07-24,,
86,1,rasi,12,USA Scientific,6,Lab consumables,1120-8810,1,"1-200ul TipOne(R) Graduated Filter Tip, Sterilized, Box of 10 Hinged Racks of 96 Tips (960 Tips) ",49.95,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F200ul-TipOne%28R%29-filtertip.aspx,2015-07-20,2015-07-24,,
87,1,rasi,12,USA Scientific,6,Lab consumables,1120-1810,1,"1-20ul TipOne(R) Beveled Filter Tip, Sterilized, Box of 10 Hinged Racks of 96 Tips",49.95,ea,https://solutions.sciquest.com/apps/Router/ExternalSiteTransition?url=http%3A%2F%2FWWW.USASCIENTIFIC.COM%2F20ul-TipOne%28R%29-filtertip.aspx,2015-07-20,2015-07-24,,
88,1,rasi,13,Genesee Scientific,2,Mol Bio Consumables,11-303,1,"DNA Clean & Concentrator-5 Kit, Uncapped columns",247.95,200 preps,https://geneseesci.com/shop-online/product-details/?product=11-303,2015-07-20,2015-07-21,,
89,1,rasi,13,Genesee Scientific,2,Mol Bio Consumables,11-308A,1,ZR Plasmid Miniprep-Classic Kit,98.80,100 preps,https://geneseesci.com/shop-online/product-details/?product=11-308A,2015-07-20,2015-07-21,,
90,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,1,Labware,45013,1,"DYMO Labeling Tape, ½"" x 23', Black Print on White Tape D1 Label Cassette, Split Back Easy Peel Adhesive",14.50,ea,http://www.amazon.com/gp/product/B00002NDS2?keywords=dymo%20d1%20tape%20black%20on%20white&pebp=1437467122282&perid=0BDQQAC1E0CCAP1CJGF1&qid=1437467108&ref_=nav_signin&s=office-products&sr=1-1,2015-07-21,2015-07-26,,
91,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,6,Lab consumables, LV-00-004-3031,1,"Dymo Compatible Polypropylene Labels 2 up - 1-1/2"" x 1/2""",25.95,1500 Labels Per Roll,http://www.amazon.com/gp/product/B00KQL0F94?psc=1&redirect=true&ref_=od_aui_detailpages00,2015-07-21,2015-07-27,order this for labeling cryovials ,
93,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,6,Lab consumables,18483,1,"DYMO RhinoPRO Industrial-Strength Permanent Adhesive Fabric Label Tape, 1/2-inch, 18-foot Cassette, White",10.96,ea,http://www.amazon.com/gp/product/B0001FUD2E/ref=ox_sc_act_title_2?ie=UTF8&psc=1&smid=ATVPDKIKX0DER,2015-07-21,2015-07-26,order this tape for labeling assets permanently,
94,1,rasi,10,MAIROS INC DBA KEENEY'S OFFICE SUPPLY IN,6,Lab consumables,DTCR-4000,1,"Diversified Biotech Direct Thermal Cryo-Tags Label, 3/8"" Diameter",63.40,Roll of 1000,http://www.amazon.com/gp/product/B0001FUD2E/ref=ox_sc_act_title_2?ie=UTF8&psc=1&smid=ATVPDKIKX0DER,2015-07-21,2015-07-26,order these circles for tube caps,
95,1,rasi,7,ebay,1,Labware,121695613093,1,Industrial Single Edge Razor Blades,25.00,pack of 500,http://www.ebay.com/itm/121695613093,2015-07-21,2015-07-24,,
96,1,rasi,9,Fisher,5,Chemicals,BP130210,1,"Ethidium bromide solution, 10 mg/mL",44.00,10ml,http://www.fishersci.com/itemdetail?catnum=BP130210,2015-07-21,2015-08-14,,
97,1,rasi,15,Research Products International,5,Chemicals,S23000-5.0,1,Spectinomycin dihydrochloride pentahydrate,41.40,5g,http://www.rpicorp.com/products/prod_info.html?&products_front_id=278&catid=1&cat_id=761,2015-07-21,2015-08-05,,
98,1,rasi,15,Research Products International,5,Chemicals,N30110-1.0,1,"NAD, ?-Nicotinamide adenine dinucleotide monohydrate",36.00,1g,http://www.rpicorp.com/products/prod_info.html?products_front_id=225&catid=1&cat_id=764,2015-07-21,2015-08-05,,
99,1,rasi,15,Research Products International,5,Chemicals,N30110-1.0,1,"DL-Dithiothreitol [DTT] [Cleland's Reagent], 5 Grams",35.10,5g,http://www.rpicorp.com/products/prod_info.html?&products_front_id=172&catid=1&cat_id=767,2015-07-21,2015-08-05,,
100,1,rasi,15,Research Products International,5,Chemicals,A12825-500.0,1,"ACETIC ACID, GLACIAL ACS, 500 ML",9.00,500ml,http://www.rpicorp.com/products/prod_info.html?&products_front_id=172&catid=1&cat_id=767,2015-07-21,2015-08-05,,
102,1,rasi,9,Fisher,5,Chemicals,372016,1," Hydrochloric Acid, 3.00 Normal, Ricca Chemical; Poly natural; 500mL",18.67,500ml,http://www.fishersci.com/itemdetail?catnum=372016,2015-07-21,2015-08-19,,
103,1,rasi,11,Fred Hutch Stock Room,5,Chemicals,MAS-12-GL,2,Bleach,6.69,1 gallon,https://centernet.fhcrc.org/CN/depts/materiel/purchasing/stockroom/stk/index.html,2015-07-21,2015-07-22,,
104,1,rasi,9,Fisher,6,Lab consumables,05408129,1,Fisherbrand Premium Microcentrifuge Tubes: 1.5mL; Natural,123.66,"case of 5,000",http://www.fishersci.com/itemdetail?catnum=05408129,2015-07-21,2015-07-23,,
105,1,rasi,9,Fisher,6,Lab consumables,14666332,5,"0.5mL Fisherbrand Microcentrifuge Tubes; Sterile; 30,000 x g RCF, Natural",10.98,pack of 500,http://www.fishersci.com/itemdetail?catnum=14666332,2015-07-21,2015-07-24,,
106,1,rasi,14,Sigma Aldrich,5,Chemicals,T1503-10KG,1,Trizma (Tris) Base (NOT Tris.HCl!),498.00,10kg,https://www.sigmaaldrich.com/catalog/product/sigma/t1503?lang=en&region=US,2015-07-21,2015-07-31,startup discount; fisher cheaper and free freight,
107,1,rasi,14,Sigma Aldrich,5,Chemicals,T3253-1KG ,1,Trizma (Tris) HCl (NOT Tris base!),126.90,1kg,https://www.sigmaaldrich.com/catalog/product/sigma/t3253?lang=en&region=US,2015-07-21,2015-07-31,startup discount; fisher cheaper and free freight,
108,1,rasi,14,Sigma Aldrich,5,Chemicals,NP40S-500ML,1,"Tergitol® solution Type NP-40, 70% in H2O",58.61,500ml,http://www.sigmaaldrich.com/catalog/product/sigma/np40s?lang=en&region=US,2015-07-21,2015-07-31,,
109,1,rasi,14,Sigma Aldrich,5,Chemicals,T8787-100ML ,1,"Triton X-100, Molecular Biology Grade",28.32,100ml,https://www.sigmaaldrich.com/catalog/product/sigma/t8787?lang=en&region=US,2015-07-21,2015-07-31,startup discount; biorad cheaper and free freight,
110,1,rasi,14,Sigma Aldrich,5,Chemicals,P1379-1L,1,Tween 20,23.76,1L,https://www.sigmaaldrich.com/catalog/product/sial/p1379?lang=en&region=US,2015-07-21,2015-07-31,startup discount; fisher cheaper and free freight,
111,1,rasi,14,Sigma Aldrich,5,Chemicals,S0389-5KG,1,"Sucrose, molecular biology grade",83.75,1,https://www.sigmaaldrich.com/catalog/product/sigma/s0389?lang=en&region=US,2015-07-21,2015-07-31,startup discount; fisher cheaper and free freight,
112,1,rasi,3,Bio-Rad,6,Lab consumables,2239955,2,Semimicrovolume Disposable Polystyrene Cuvettes,9.84,pkg of 100,http://www.bio-rad.com/prd/en/US/adirect/biorad?ts=1&cmd=BRB2BCatgProductDetail&catID=0381364e-7120-4326-8eac-e588ebf5150b,2015-07-21,2015-07-24,,
113,1,rasi,16,Affymetrix,2,Mol Bio Consumables,22637 1 LT,1,"Tris/HCl, 1M Solution, pH 7.0, RNase-free",45.00,1L,http://www.affymetrix.com/estore/browse/brand/usb/product.jsp?productId=130845#1_1,2015-07-21,2015-07-28,,
114,1,rasi,16,Affymetrix,2,Mol Bio Consumables,22639 1 LT,1,"Tris/HCl, 1M Solution, pH 7.5, RNase-free",44.00,1L,http://www.affymetrix.com/estore/browse/brand/usb/product.jsp?productId=130847#1_1,2015-07-21,2015-07-28,,
115,1,rasi,16,Affymetrix,2,Mol Bio Consumables,22638 1 LT,1,"Tris/HCl, 1M Solution, pH 8.0, RNase-free",44.00,1L,http://www.affymetrix.com/estore/browse/brand/usb/product.jsp?productId=130846#1_1,2015-07-21,2015-07-28,,
116,1,rasi,16,Affymetrix,2,Mol Bio Consumables,78641 100 ML,1,"Magnesium Chloride (MgCl2), 1M, RNase free",57.00,100ml,http://www.affymetrix.com/estore/browse/brand/usb/product.jsp?productId=131334#1_1,2015-07-21,2015-07-28,for RNA work only,
117,1,rasi,9,Fisher,7,Enzymes,F548S,1,Phusion Flash High-Fidelity PCR Master Mix; 100 x 20uL Rxns,74.70,EA,https://www.lifetechnologies.com/order/catalog/product/F548S,2015-07-21,2015-07-23,for difficult PCRs; try homemade version first,
118,1,rasi,4,NEB,7,Enzymes,M0363S,1,"T5 Exonuclease - 1,000 units",54.90,ea,https://www.neb.com/products/m0363-t5-exonuclease,2015-07-21,2015-07-23,for gibson assembly,
119,1,rasi,4,NEB,7,Enzymes,M0208L,1,"Taq DNA Ligase - 10,000 units",273.60,ea,https://www.neb.com/products/m0208-taq-dna-ligase,2015-07-21,2015-07-23,for gibson assembly,
120,1,rasi,4,NEB,7,Enzymes,M0303S,1,DNase I (RNase-free),60.30,ea,https://www.neb.com/products/m0303-dnase-i-rnase-free,2015-07-21,2015-07-23,for RNA work only,
121,1,rasi,7,ebay,1,Labware,391146617264,1,Solid Aluminum Block 96 Thermal Well/Rack for tubes and vials,50.00,ea,http://www.ebay.com/itm/Solid-Aluminum-Block-96-Thermal-Well-Rack-for-tubes-and-vials-/391146617264,2015-07-21,2015-07-24,,
122,1,rasi,9,Fisher,3,Equipment,ND2000CPMO,1,Nanodrop Spectrophotometer 2000c,9999.00,ea,https://mail.google.com/mail/u/1/#all/14eb6aa12447a0e2,2015-07-22,2015-07-30,custom quote in rasilab.hutch@gmail.com; 10995$,
123,1,rasi,17,Life Technologies,7,Enzymes,FD0933,1,"FastDigest Bsp1407I (Isoschizomers: BsrGI, BstAUI) 50 reactions",40.00,ea,https://www.lifetechnologies.com/order/catalog/product/FD0933,2015-07-22,2015-07-24,,
124,1,rasi,9,Fisher,7,Enzymes,FD0564,1,FastDigest MluI 100 reactions,68.00,ea,https://www.lifetechnologies.com/order/catalog/product/FD0564,2015-07-22,2015-07-24,,
125,1,rasi,9,Fisher,7,Enzymes,FD1564,1,FastDigest XmaJI 20 reactions,79.00,ea,https://www.lifetechnologies.com/order/catalog/product/FD1564,2015-07-22,2015-07-24,,
126,1,rasi,9,Fisher,7,Enzymes,FD2114,1,FastDigest CsiI 50 reactions,90.00,ea,https://www.lifetechnologies.com/order/catalog/product/FD2114,2015-07-22,2015-07-24,,
127,1,rasi,9,Fisher,5,Chemicals,BP9065,1,Kanamycin Sulfate (White Powder),37.87,5g,https://www.fishersci.com/shop/products/kanamycin-sulfate-white-powder-fisher-bioreagents-poly-bottle-5g/bp9065,2015-07-23,2015-07-27,,
128,1,rasi,7,ebay,1,Labware,361338487789,3,"PSC 1007177 General Purpose Trays, Autoclavable, Polypropylene, 15"" x 12"" x 3""",28.50,ea,http://www.ebay.com/itm/PSC-1007177-General-Purpose-Trays-Autoclavable-Polypropylene-15-x-12-x-3-/361338487789,2015-07-23,2015-07-27,,
129,1,rasi,9,Fisher,6,Lab consumables,1367811D,1,"5ml sterile disposable pipettes, polystyrene",35.28,case of 200,http://www.fishersci.com/itemdetail?catnum=1367811D,2015-07-25,2015-07-28,,
